year,country,gdp
1960,阿鲁巴,0
1961,阿鲁巴,0
1962,阿鲁巴,0
1963,阿鲁巴,0
1964,阿鲁巴,0
1965,阿鲁巴,0
1966,阿鲁巴,0
1967,阿鲁巴,0
1968,阿鲁巴,0
1969,阿鲁巴,0
1970,阿鲁巴,0
1971,阿鲁巴,0
1972,阿鲁巴,0
1973,阿鲁巴,0
1974,阿鲁巴,0
1975,阿鲁巴,0
1976,阿鲁巴,0
1977,阿鲁巴,0
1978,阿鲁巴,0
1979,阿鲁巴,0
1980,阿鲁巴,0
1981,阿鲁巴,0
1982,阿鲁巴,0
1983,阿鲁巴,0
1984,阿鲁巴,0
1985,阿鲁巴,0
1986,阿鲁巴,4.0546341711746
1987,阿鲁巴,4.876024577464159
1988,阿鲁巴,5.96423607114715
1989,阿鲁巴,6.95304363031101
1990,阿鲁巴,7.64887117194486
1991,阿鲁巴,8.72138730754587
1992,阿鲁巴,9.58463200205402
1993,阿鲁巴,10.829797076556599
1994,阿鲁巴,12.456882531053902
1995,阿鲁巴,13.204748603352
1996,阿鲁巴,13.799608938547498
1997,阿鲁巴,15.3194413407821
1998,阿鲁巴,16.6510055865922
1999,阿鲁巴,17.2279888268156
2000,阿鲁巴,18.7345251396648
2001,阿鲁巴,19.2011173184358
2002,阿鲁巴,19.4134078212291
2003,阿鲁巴,20.2122905027933
2004,阿鲁巴,22.2849162011173
2005,阿鲁巴,23.3072625698324
2006,阿鲁巴,24.2458100558659
2007,阿鲁巴,26.1508379888268
2008,阿鲁巴,27.4525139664804
2009,阿鲁巴,24.9888268156425
2010,阿鲁巴,23.905027932960902
2011,阿鲁巴,25.4972067039106
2012,阿鲁巴,25.3463687150838
2013,阿鲁巴,25.8156424581006
2014,阿鲁巴,26.4972067039106
2015,阿鲁巴,26.9162011173184
2016,阿鲁巴,26.4692737430168
2017,阿鲁巴,27.005586592178798
1960,阿富汗,5.377778111111111
1961,阿富汗,5.48888895555556
1962,阿富汗,5.46666677777778
1963,阿富汗,7.511111911111111
1964,阿富汗,8.000000444444439
1965,阿富汗,10.0666663777778
1966,阿富汗,13.999999666666701
1967,阿富汗,16.7333341777778
1968,阿富汗,13.7333336666667
1969,阿富汗,14.0888892222222
1970,阿富汗,17.4888659555556
1971,阿富汗,18.311089711111098
1972,阿富汗,15.955554755555601
1973,阿富汗,17.3333326444444
1974,阿富汗,21.5555549777778
1975,阿富汗,23.6666661555556
1976,阿富汗,25.5555556666667
1977,阿富汗,29.5333341777778
1978,阿富汗,33.0000010888889
1979,阿富汗,36.9794040961098
1980,阿富汗,36.4172332199546
1981,阿富汗,34.7878790909091
1982,阿富汗,0
1983,阿富汗,0
1984,阿富汗,0
1985,阿富汗,0
1986,阿富汗,0
1987,阿富汗,0
1988,阿富汗,0
1989,阿富汗,0
1990,阿富汗,0
1991,阿富汗,0
1992,阿富汗,0
1993,阿富汗,0
1994,阿富汗,0
1995,阿富汗,0
1996,阿富汗,0
1997,阿富汗,0
1998,阿富汗,0
1999,阿富汗,0
2000,阿富汗,0
2001,阿富汗,0
2002,阿富汗,40.5517693336905
2003,阿富汗,45.155634138256396
2004,阿富汗,52.267751633020495
2005,阿富汗,62.0914004400519
2006,阿富汗,69.7128673172065
2007,阿富汗,97.4788610453251
2008,阿富汗,101.092180677904
2009,阿富汗,124.39087076766701
2010,阿富汗,158.565747314411
2011,阿富汗,178.042805381102
2012,阿富汗,200.01615788671901
2013,阿富汗,205.61054090399503
2014,阿富汗,204.84873230211102
2015,阿富汗,199.07111418993802
2016,阿富汗,193.626422666484
2017,阿富汗,201.91764940160198
1960,安哥拉,0
1961,安哥拉,0
1962,安哥拉,0
1963,安哥拉,0
1964,安哥拉,0
1965,安哥拉,0
1966,安哥拉,0
1967,安哥拉,0
1968,安哥拉,0
1969,安哥拉,0
1970,安哥拉,0
1971,安哥拉,0
1972,安哥拉,0
1973,安哥拉,0
1974,安哥拉,0
1975,安哥拉,0
1976,安哥拉,0
1977,安哥拉,0
1978,安哥拉,0
1979,安哥拉,0
1980,安哥拉,59.3050340083228
1981,安哥拉,55.504830359081495
1982,安哥拉,55.504830359081495
1983,安哥拉,57.8434159636339
1984,安哥拉,61.3147506523832
1985,安哥拉,75.5356045910428
1986,安哥拉,70.7206334544786
1987,安哥拉,80.8387201247326
1988,安哥拉,87.6925054973596
1989,安哥拉,102.010990395655
1990,安哥拉,112.28764963161801
1991,安哥拉,106.03784541197001
1992,安哥拉,83.0781097358848
1993,安哥拉,57.687204216136706
1994,安哥拉,44.383210173906804
1995,安哥拉,55.3874925994714
1996,安哥拉,75.2644660551712
1997,安哥拉,76.48377412832771
1998,安哥拉,65.0622960729432
1999,安哥拉,61.5292294298032
2000,安哥拉,91.29594818607491
2001,安哥拉,89.3606372320121
2002,安哥拉,152.85594828418
2003,安哥拉,178.12705294325002
2004,安哥拉,235.52052407548803
2005,安哥拉,369.709186992523
2006,安哥拉,523.81006892038
2007,安哥拉,652.66452081386
2008,安哥拉,885.386112051433
2009,安哥拉,703.0716367823801
2010,安哥拉,837.9949661120039
2011,安哥拉,1117.89686464441
2012,安哥拉,1280.52853643106
2013,安哥拉,1367.09862831194
2014,安哥拉,1457.12200312505
2015,安哥拉,1161.93649124151
2016,安哥拉,1011.23851090455
2017,安哥拉,1221.23822333591
1960,阿尔巴尼亚,0
1961,阿尔巴尼亚,0
1962,阿尔巴尼亚,0
1963,阿尔巴尼亚,0
1964,阿尔巴尼亚,0
1965,阿尔巴尼亚,0
1966,阿尔巴尼亚,0
1967,阿尔巴尼亚,0
1968,阿尔巴尼亚,0
1969,阿尔巴尼亚,0
1970,阿尔巴尼亚,0
1971,阿尔巴尼亚,0
1972,阿尔巴尼亚,0
1973,阿尔巴尼亚,0
1974,阿尔巴尼亚,0
1975,阿尔巴尼亚,0
1976,阿尔巴尼亚,0
1977,阿尔巴尼亚,0
1978,阿尔巴尼亚,0
1979,阿尔巴尼亚,0
1980,阿尔巴尼亚,0
1981,阿尔巴尼亚,0
1982,阿尔巴尼亚,0
1983,阿尔巴尼亚,0
1984,阿尔巴尼亚,18.5733801185488
1985,阿尔巴尼亚,18.9705013342015
1986,阿尔巴尼亚,20.9732625
1987,阿尔巴尼亚,20.8079625
1988,阿尔巴尼亚,20.5123625
1989,阿尔巴尼亚,22.5309
1990,阿尔巴尼亚,20.2855375
1991,阿尔巴尼亚,10.9955902777778
1992,阿尔巴尼亚,6.52174990837304
1993,阿尔巴尼亚,11.8531546846295
1994,阿尔巴尼亚,18.809515203972
1995,阿尔巴尼亚,23.9276485342107
1996,阿尔巴尼亚,31.9964257996974
1997,阿尔巴尼亚,22.585156100886202
1998,阿尔巴尼亚,25.459672532416
1999,阿尔巴尼亚,32.1211904417089
2000,阿尔巴尼亚,34.8035518860063
2001,阿尔巴尼亚,39.2209947097313
2002,阿尔巴尼亚,43.4807016519261
2003,阿尔巴尼亚,56.1149228286582
2004,阿尔巴尼亚,71.846813985698
2005,阿尔巴尼亚,80.5207564210781
2006,阿尔巴尼亚,88.96073938314069
2007,阿尔巴尼亚,106.77321490380699
2008,阿尔巴尼亚,128.81353984642598
2009,阿尔巴尼亚,120.44223457828699
2010,阿尔巴尼亚,119.269628349645
2011,阿尔巴尼亚,128.90867535556802
2012,阿尔巴尼亚,123.197847013346
2013,阿尔巴尼亚,127.762776489159
2014,阿尔巴尼亚,132.28244336324101
2015,阿尔巴尼亚,113.86927679087499
2016,阿尔巴尼亚,118.613537520672
2017,阿尔巴尼亚,130.250649665784
1960,安道尔,0
1961,安道尔,0
1962,安道尔,0
1963,安道尔,0
1964,安道尔,0
1965,安道尔,0
1966,安道尔,0
1967,安道尔,0
1968,安道尔,0
1969,安道尔,0
1970,安道尔,0.786192060850963
1971,安道尔,0.8940982035928141
1972,安道尔,1.13408231944085
1973,安道尔,1.50820102798401
1974,安道尔,1.86558696279204
1975,安道尔,2.2012724637681202
1976,安道尔,2.2728102462074102
1977,安道尔,2.54020153340635
1978,安道尔,3.08008897569444
1979,安道尔,4.11578334159643
1980,安道尔,4.46416105825017
1981,安道尔,3.88958731302938
1982,安道尔,3.7589595638346203
1983,安道尔,3.2786183294663602
1984,安道尔,3.30070689298282
1985,安道尔,3.46737964774951
1986,安道尔,4.820005940358801
1987,安道尔,6.113163994070881
1988,安道尔,7.2142593915155
1989,安道尔,7.95449332396346
1990,安道尔,10.2904848188051
1991,安道尔,11.0692858286629
1992,安道尔,12.1001365187713
1993,安道尔,10.0702575500065
1994,安道尔,10.175491243323801
1995,安道尔,11.7873899119295
1996,安道尔,12.239453566268201
1997,安道尔,11.8059727272727
1998,安道尔,12.1193239781713
1999,安道尔,12.3987630513531
2000,安道尔,14.3442970333518
2001,安道尔,14.9691275167785
2002,安道尔,17.3311688311688
2003,安道尔,23.9864559819413
2004,安道尔,29.3565929972684
2005,安道尔,32.5578908096008
2006,安道尔,35.4325680592147
2007,安道尔,40.1697235149192
2008,安道尔,40.0735315658415
2009,安道尔,36.605307029730504
2010,安道尔,33.5569536423841
2011,安道尔,34.4206283013622
2012,安道尔,31.6461518694591
2013,安道尔,32.8158523632501
2014,安道尔,33.5073636725488
2015,安道尔,28.1148940889431
2016,安道尔,28.773119469026497
2017,安道尔,30.133874239350902
1960,阿联酋,0
1961,阿联酋,0
1962,阿联酋,0
1963,阿联酋,0
1964,阿联酋,0
1965,阿联酋,0
1966,阿联酋,0
1967,阿联酋,0
1968,阿联酋,0
1969,阿联酋,0
1970,阿联酋,0
1971,阿联酋,0
1972,阿联酋,0
1973,阿联酋,0
1974,阿联酋,0
1975,阿联酋,147.206725065004
1976,阿联酋,192.130226910526
1977,阿联酋,248.717751646043
1978,阿联酋,237.758317834263
1979,阿联酋,312.25463217758204
1980,阿联酋,435.98748449047895
1981,阿联酋,493.33424135113097
1982,阿联酋,466.227186052847
1983,阿联酋,428.033233451376
1984,阿联酋,418.07954235903
1985,阿联酋,406.03650231544503
1986,阿联酋,339.436120947971
1987,阿联酋,363.849087442114
1988,阿联酋,362.756742032144
1989,阿联酋,414.649959139199
1990,阿联酋,507.014437482975
1991,阿联酋,515.5216562244619
1992,阿联酋,542.39171887769
1993,阿联酋,556.25170253337
1994,阿联酋,593.05093979842
1995,阿联酋,657.436665758649
1996,阿联酋,735.712339961863
1997,阿联酋,788.390084445655
1998,阿联酋,756.743362831858
1999,阿联酋,844.4547311095979
2000,阿联酋,1043.37372362151
2001,阿联酋,1033.11640571818
2002,阿联酋,1098.16201497617
2003,阿联酋,1243.4635806671201
2004,阿联酋,1478.2437031994602
2005,阿联酋,1806.1746795423
2006,阿联酋,2221.16541865214
2007,阿联酋,2579.16133424098
2008,阿联酋,3154.74615738598
2009,阿联酋,2535.4735874744697
2010,阿联酋,2897.87338325391
2011,阿联酋,3506.66031313819
2012,阿联酋,3745.90605854323
2013,阿联酋,3901.07556160654
2014,阿联酋,4031.37100068073
2015,阿联酋,3581.35057862492
2016,阿联酋,3570.4506466984303
2017,阿联酋,3777.0106017747
1960,阿根廷,0
1961,阿根廷,0
1962,阿根廷,244.506048776081
1963,阿根廷,182.721236644715
1964,阿根廷,256.052493817597
1965,阿根廷,283.447059666389
1966,阿根廷,286.304747279023
1967,阿根廷,242.566675532569
1968,阿根廷,264.368572474982
1969,阿根廷,312.562845436155
1970,阿根廷,315.84210365544703
1971,阿根廷,332.931990954881
1972,阿根廷,347.33000536286204
1973,阿根廷,525.440001169037
1974,阿根廷,724.367773424554
1975,阿根廷,524.386479219226
1976,阿根廷,511.69499890772204
1977,阿根廷,567.810001009448
1978,阿根廷,580.828701562634
1979,阿根廷,692.523289533789
1980,阿根廷,769.6192374194779
1981,阿根廷,786.768423664213
1982,阿根廷,843.07486836724
1983,阿根廷,1039.7910677791099
1984,阿根廷,790.9200199803199
1985,阿根廷,884.166689002596
1986,阿根廷,1109.34442762694
1987,阿根廷,1111.06191358197
1988,阿根廷,1262.06817196091
1989,阿根廷,766.3689803647121
1990,阿根廷,1413.52368714691
1991,阿根廷,1897.19984268485
1992,阿根廷,2287.8861720169602
1993,阿根廷,2367.41715015015
1994,阿根廷,2574.4
1995,阿根廷,2580.3175
1996,阿根廷,2721.4975
1997,阿根廷,2928.59
1998,阿根廷,2989.4825
1999,阿根廷,2835.23
2000,阿根廷,2842.0375
2001,阿根廷,2686.9675
2002,阿根廷,977.240042518602
2003,阿根廷,1275.86973492177
2004,阿根廷,1646.57930452787
2005,阿根廷,1987.3709501228202
2006,阿根廷,2325.57260817308
2007,阿根廷,2875.30508430568
2008,阿根廷,3615.58037110419
2009,阿根廷,3329.76484577619
2010,阿根廷,4236.2742209249
2011,阿根廷,5301.6328157465805
2012,阿根廷,5459.82375701128
2013,阿根廷,5520.25140252246
2014,阿根廷,5263.19673731638
2015,阿根廷,5947.492854132121
2016,阿根廷,5575.31376217967
2017,阿根廷,6426.9586475635
1960,亚美尼亚,0
1961,亚美尼亚,0
1962,亚美尼亚,0
1963,亚美尼亚,0
1964,亚美尼亚,0
1965,亚美尼亚,0
1966,亚美尼亚,0
1967,亚美尼亚,0
1968,亚美尼亚,0
1969,亚美尼亚,0
1970,亚美尼亚,0
1971,亚美尼亚,0
1972,亚美尼亚,0
1973,亚美尼亚,0
1974,亚美尼亚,0
1975,亚美尼亚,0
1976,亚美尼亚,0
1977,亚美尼亚,0
1978,亚美尼亚,0
1979,亚美尼亚,0
1980,亚美尼亚,0
1981,亚美尼亚,0
1982,亚美尼亚,0
1983,亚美尼亚,0
1984,亚美尼亚,0
1985,亚美尼亚,0
1986,亚美尼亚,0
1987,亚美尼亚,0
1988,亚美尼亚,0
1989,亚美尼亚,0
1990,亚美尼亚,22.568388584271403
1991,亚美尼亚,20.6852652190299
1992,亚美尼亚,12.7257745612712
1993,亚美尼亚,12.013132010127201
1994,亚美尼亚,13.1515867028285
1995,亚美尼亚,14.683173500684099
1996,亚美尼亚,15.9696891327897
1997,亚美尼亚,16.3949242436472
1998,亚美尼亚,18.9372643726462
1999,亚美尼亚,18.4548218144801
2000,亚美尼亚,19.115636653900598
2001,亚美尼亚,21.184679133787302
2002,亚美尼亚,23.7633504839976
2003,亚美尼亚,28.0706100869084
2004,亚美尼亚,35.7661524041616
2005,亚美尼亚,49.0046995009033
2006,亚美尼亚,63.844516061421004
2007,亚美尼亚,92.0630170039619
2008,亚美尼亚,116.620407138753
2009,亚美尼亚,86.47936747987039
2010,亚美尼亚,92.60284937797819
2011,亚美尼亚,101.421113344961
2012,亚美尼亚,106.19320048585699
2013,亚美尼亚,111.214657674067
2014,亚美尼亚,116.09512939754299
2015,亚美尼亚,105.533376729872
2016,亚美尼亚,105.46135160031
2017,亚美尼亚,115.274585657334
1960,美属萨摩亚,0
1961,美属萨摩亚,0
1962,美属萨摩亚,0
1963,美属萨摩亚,0
1964,美属萨摩亚,0
1965,美属萨摩亚,0
1966,美属萨摩亚,0
1967,美属萨摩亚,0
1968,美属萨摩亚,0
1969,美属萨摩亚,0
1970,美属萨摩亚,0
1971,美属萨摩亚,0
1972,美属萨摩亚,0
1973,美属萨摩亚,0
1974,美属萨摩亚,0
1975,美属萨摩亚,0
1976,美属萨摩亚,0
1977,美属萨摩亚,0
1978,美属萨摩亚,0
1979,美属萨摩亚,0
1980,美属萨摩亚,0
1981,美属萨摩亚,0
1982,美属萨摩亚,0
1983,美属萨摩亚,0
1984,美属萨摩亚,0
1985,美属萨摩亚,0
1986,美属萨摩亚,0
1987,美属萨摩亚,0
1988,美属萨摩亚,0
1989,美属萨摩亚,0
1990,美属萨摩亚,0
1991,美属萨摩亚,0
1992,美属萨摩亚,0
1993,美属萨摩亚,0
1994,美属萨摩亚,0
1995,美属萨摩亚,0
1996,美属萨摩亚,0
1997,美属萨摩亚,0
1998,美属萨摩亚,0
1999,美属萨摩亚,0
2000,美属萨摩亚,0
2001,美属萨摩亚,0
2002,美属萨摩亚,5.14
2003,美属萨摩亚,5.27
2004,美属萨摩亚,5.12
2005,美属萨摩亚,5.03
2006,美属萨摩亚,4.96
2007,美属萨摩亚,5.2
2008,美属萨摩亚,5.63
2009,美属萨摩亚,6.78
2010,美属萨摩亚,5.76
2011,美属萨摩亚,5.74
2012,美属萨摩亚,6.44
2013,美属萨摩亚,6.41
2014,美属萨摩亚,6.42
2015,美属萨摩亚,6.61
2016,美属萨摩亚,6.52
2017,美属萨摩亚,6.02
1960,安提瓜和巴布达,0
1961,安提瓜和巴布达,0
1962,安提瓜和巴布达,0
1963,安提瓜和巴布达,0
1964,安提瓜和巴布达,0
1965,安提瓜和巴布达,0
1966,安提瓜和巴布达,0
1967,安提瓜和巴布达,0
1968,安提瓜和巴布达,0
1969,安提瓜和巴布达,0
1970,安提瓜和巴布达,0
1971,安提瓜和巴布达,0
1972,安提瓜和巴布达,0
1973,安提瓜和巴布达,0
1974,安提瓜和巴布达,0
1975,安提瓜和巴布达,0
1976,安提瓜和巴布达,0
1977,安提瓜和巴布达,0.774967537037037
1978,安提瓜和巴布达,0.8787934148148151
1979,安提瓜和巴布达,1.09079978888889
1980,安提瓜和巴布达,1.31431026666667
1981,安提瓜和巴布达,1.47841734444444
1982,安提瓜和巴布达,1.6436927888888901
1983,安提瓜和巴布达,1.8214409296296301
1984,安提瓜和巴布达,2.08372846296296
1985,安提瓜和巴布达,2.40923924814815
1986,安提瓜和巴布达,2.90440140740741
1987,安提瓜和巴布达,3.37174861851852
1988,安提瓜和巴布达,3.9863772777777804
1989,安提瓜和巴布达,4.38794788518519
1990,安提瓜和巴布达,4.5946905888888905
1991,安提瓜和巴布达,4.81706333333333
1992,安提瓜和巴布达,4.99281148148148
1993,安提瓜和巴布达,5.35172777777778
1994,安提瓜和巴布达,5.894295925925929
1995,安提瓜和巴布达,5.77280740740741
1996,安提瓜和巴布达,6.337306296296299
1997,安提瓜和巴布达,6.8061711111111105
1998,安提瓜和巴布达,7.2786059259259295
1999,安提瓜和巴布达,7.6619892592592596
2000,安提瓜和巴布达,8.30158777777778
2001,安提瓜和巴布达,8.00740259259259
2002,安提瓜和巴布达,8.14615333333333
2003,安提瓜和巴布达,8.556431111111111
2004,安提瓜和巴布达,9.19577148148148
2005,安提瓜和巴布达,10.221912962963
2006,安提瓜和巴布达,11.570054444444398
2007,安提瓜和巴布达,13.114013333333299
2008,安提瓜和巴布达,13.6843103703704
2009,安提瓜和巴布达,12.24253
2010,安提瓜和巴布达,11.487
2011,安提瓜和巴布达,11.3763703703704
2012,安提瓜和巴布达,11.9994814814815
2013,安提瓜和巴布达,11.814481481481499
2014,安提瓜和巴布达,12.4973333333333
2015,安提瓜和巴布达,13.366925925925901
2016,安提瓜和巴布达,14.3658518518519
2017,安提瓜和巴布达,14.679777777777801
1960,澳大利亚,185.776682719229
1961,澳大利亚,196.528166648001
1962,澳大利亚,198.924851607123
1963,澳大利亚,215.074476425132
1964,澳大利亚,237.64139321312598
1965,澳大利亚,259.36835031918497
1966,澳大利亚,272.684511143465
1967,澳大利亚,303.97580916116
1968,澳大利亚,326.654720573412
1969,澳大利亚,366.289618098331
1970,澳大利亚,412.71138985328696
1971,澳大利亚,451.495128233845
1972,澳大利亚,519.6728971962619
1973,澳大利亚,637.373478539398
1974,澳大利亚,888.3124539425199
1975,澳大利亚,971.705585142701
1976,澳大利亚,1049.21215177108
1977,澳大利亚,1102.01881165405
1978,澳大利亚,1183.3859688698399
1979,澳大利亚,1347.12029989776
1980,澳大利亚,1497.7493036211702
1981,澳大利亚,1766.42284918147
1982,澳大利亚,1937.70274743462
1983,澳大利亚,1770.30416471689
1984,澳大利亚,1932.4216627422602
1985,澳大利亚,1802.3471657589898
1986,澳大利亚,1820.36933407946
1987,澳大利亚,1890.60349391212
1988,澳大利亚,2356.59196740396
1989,澳大利亚,2992.67974920609
1990,澳大利亚,3107.77222008465
1991,澳大利亚,3253.1041519503997
1992,澳大利亚,3248.7887410597496
1993,澳大利亚,3115.44406970208
1994,澳大利亚,3222.1169145624403
1995,澳大利亚,3672.16364716365
1996,澳大利亚,4003.0273141122902
1997,澳大利亚,4345.68007512913
1998,澳大利亚,3988.9913857423903
1999,澳大利亚,3886.0822158165197
2000,澳大利亚,4152.22633925768
2001,澳大利亚,3783.7608672319398
2002,澳大利亚,3946.48911678526
2003,澳大利亚,4664.88060570763
2004,澳大利亚,6124.90396927017
2005,澳大利亚,6934.0775823184495
2006,澳大利亚,7460.54207846661
2007,澳大利亚,8530.9963099631
2008,澳大利亚,10539.9552372426
2009,澳大利亚,9278.051833308791
2010,澳大利亚,11461.3846560381
2011,澳大利亚,13966.499063393501
2012,澳大利亚,15461.5178387296
2013,澳大利亚,15761.8446701549
2014,澳大利亚,14674.8370513174
2015,澳大利亚,13516.939845245
2016,澳大利亚,12088.4699373999
2017,澳大利亚,13301.357568444098
1960,奥地利,65.9269384118495
1961,奥地利,73.11749633362291
1962,奥地利,77.56110210119661
1963,奥地利,83.7417525773075
1964,奥地利,91.6998388571185
1965,奥地利,99.9407061585997
1966,奥地利,108.876822731014
1967,奥地利,115.794316689165
1968,奥地利,124.406253128685
1969,奥地利,135.827985562404
1970,奥地利,153.73005768721902
1971,奥地利,178.58485956603099
1972,奥地利,220.596124174058
1973,奥地利,295.15467987912
1974,奥地利,351.892999852768
1975,奥地利,400.59206763056
1976,奥地利,429.599760681138
1977,奥地利,515.457592207143
1978,奥地利,620.522586942102
1979,奥地利,739.372966546577
1980,奥地利,820.5891246543291
1981,奥地利,710.3422809745979
1982,奥地利,712.752873275793
1983,奥地利,721.2101662325721
1984,奥地利,679.853451619558
1985,奥地利,693.867744745943
1986,奥地利,990.361652095539
1987,奥地利,1241.68442860253
1988,奥地利,1333.39397080129
1989,奥地利,1331.05805928237
1990,奥地利,1664.63386663439
1991,奥地利,1737.94177725398
1992,奥地利,1950.7812634610598
1993,奥地利,1903.7972092748098
1994,奥地利,2035.35242741838
1995,奥地利,2410.38283062645
1996,奥地利,2372.50948791266
1997,奥地利,2127.9034840455497
1998,奥地利,2182.59904401956
1999,奥地利,2171.85787342851
2000,奥地利,1967.99778883361
2001,奥地利,1973.3787919463102
2002,奥地利,2133.77771503858
2003,奥地利,2616.95778781038
2004,奥地利,3009.0422150484196
2005,奥地利,3159.74418604651
2006,奥地利,3359.98557270104
2007,奥地利,3886.9144538735304
2008,奥地利,4302.942873883109
2009,奥地利,4001.7229786051703
2010,奥地利,3918.9274654469
2011,奥地利,4311.2031008882
2012,奥地利,4094.25234155263
2013,奥地利,4300.68712971867
2014,奥地利,4419.96131736508
2015,奥地利,3818.1756589357396
2016,奥地利,3952.27684138862
2017,奥地利,4172.829007580431
1960,阿塞拜疆,0
1961,阿塞拜疆,0
1962,阿塞拜疆,0
1963,阿塞拜疆,0
1964,阿塞拜疆,0
1965,阿塞拜疆,0
1966,阿塞拜疆,0
1967,阿塞拜疆,0
1968,阿塞拜疆,0
1969,阿塞拜疆,0
1970,阿塞拜疆,0
1971,阿塞拜疆,0
1972,阿塞拜疆,0
1973,阿塞拜疆,0
1974,阿塞拜疆,0
1975,阿塞拜疆,0
1976,阿塞拜疆,0
1977,阿塞拜疆,0
1978,阿塞拜疆,0
1979,阿塞拜疆,0
1980,阿塞拜疆,0
1981,阿塞拜疆,0
1982,阿塞拜疆,0
1983,阿塞拜疆,0
1984,阿塞拜疆,0
1985,阿塞拜疆,0
1986,阿塞拜疆,0
1987,阿塞拜疆,0
1988,阿塞拜疆,0
1989,阿塞拜疆,0
1990,阿塞拜疆,88.5800603591566
1991,阿塞拜疆,87.92365810509399
1992,阿塞拜疆,49.913504575424994
1993,阿塞拜疆,39.7095339551544
1994,阿塞拜疆,33.139395535418004
1995,阿塞拜疆,30.5246752236104
1996,阿塞拜疆,31.7670309230412
1997,阿塞拜疆,39.6273525721455
1998,阿塞拜疆,44.463703711502305
1999,阿塞拜疆,45.812467133206596
2000,阿塞拜疆,52.7261719604517
2001,阿塞拜疆,57.077203908514996
2002,阿塞拜疆,62.3585681958445
2003,阿塞拜疆,72.7601303196905
2004,阿塞拜疆,86.80370408059429
2005,阿塞拜疆,132.457160990057
2006,阿塞拜疆,209.829863443027
2007,阿塞拜疆,330.503437827759
2008,阿塞拜疆,488.524829600779
2009,阿塞拜疆,442.914904205026
2010,阿塞拜疆,529.027033761056
2011,阿塞拜疆,659.516272002026
2012,阿塞拜疆,696.8393584521381
2013,阿塞拜疆,741.6443594646271
2014,阿塞拜疆,752.442942751498
2015,阿塞拜疆,530.744680851064
2016,阿塞拜疆,378.675189571975
2017,阿塞拜疆,408.65558912386706
1960,布隆迪,1.9599999
1961,布隆迪,2.02999992
1962,布隆迪,2.13500006
1963,布隆迪,2.32749998
1964,布隆迪,2.60750008
1965,布隆迪,1.58994962962963
1966,布隆迪,1.6544457142857099
1967,布隆迪,1.7829714285714302
1968,布隆迪,1.832
1969,布隆迪,1.90205714285714
1970,布隆迪,2.42732571428571
1971,布隆迪,2.52842285714286
1972,布隆迪,2.4680457142857097
1973,布隆迪,3.0433983955214603
1974,布隆迪,3.45263492063492
1975,布隆迪,4.20986666666667
1976,布隆迪,4.48412753623188
1977,布隆迪,5.47535555555556
1978,布隆迪,6.10225555555556
1979,布隆迪,7.82496666666667
1980,布隆迪,9.19726666666667
1981,布隆迪,9.69046666666667
1982,布隆迪,10.1322222222222
1983,布隆迪,10.829263044647702
1984,布隆迪,9.871439311669869
1985,布隆迪,11.499792857734699
1986,布隆迪,12.017254970657799
1987,布隆迪,11.314664940110099
1988,布隆迪,10.8240321948787
1989,布隆迪,11.139241304114899
1990,布隆迪,11.3210125251817
1991,布隆迪,11.673984783459
1992,布隆迪,10.8303767060484
1993,布隆迪,9.38632612026359
1994,布隆迪,9.25030590153683
1995,布隆迪,10.0042839388528
1996,布隆迪,8.690338563170931
1997,布隆迪,9.72896267915425
1998,布隆迪,8.93770806077641
1999,布隆迪,8.080772233657461
2000,布隆迪,8.70486065883137
2001,布隆迪,8.76794723068586
2002,布隆迪,8.25394490159111
2003,布隆迪,7.84654423620476
2004,布隆迪,9.152573233961
2005,布隆迪,11.1711304565222
2006,布隆迪,12.7337502026862
2007,布隆迪,13.5619936485882
2008,布隆迪,16.118359019063
2009,布隆迪,17.8145509207114
2010,布隆迪,20.321352465000402
2011,布隆迪,22.3582086782743
2012,布隆迪,23.3330809946249
2013,布隆迪,24.5162533274584
2014,布隆迪,27.0578327207443
2015,布隆迪,31.0439485811518
2016,布隆迪,29.5964098729943
2017,布隆迪,31.722923793632898
1960,比利时,116.5872259099
1961,比利时,124.00145221595
1962,比利时,132.640156753193
1963,比利时,142.600173870492
1964,比利时,159.601066806732
1965,比利时,173.714576079374
1966,比利时,186.51883472480802
1967,比利时,199.920407884593
1968,比利时,213.76353113475
1969,比利时,237.10735894702202
1970,比利时,267.061961274708
1971,比利时,298.216615409917
1972,比利时,372.09417835212196
1973,比利时,477.43801490374705
1974,比利时,560.330781897266
1975,比利时,656.7818865855
1976,比利时,711.138831765935
1977,比利时,828.3990534608889
1978,比利时,1012.4652555399
1979,比利时,1163.1545679691799
1980,比利时,1268.29314112291
1981,比利时,1047.30018252934
1982,比利时,920.959266289952
1983,比利时,871.842386587771
1984,比利时,833.495298799218
1985,比利时,862.682644880766
1986,比利时,1200.18787159111
1987,比利时,1493.9440367369
1988,比利时,1622.99103565551
1989,比利时,1642.21056920557
1990,比利时,2053.31747706422
1991,比利时,2105.10999291199
1992,比利时,2347.81652070263
1993,比利时,2247.21795592351
1994,比利时,2448.84129973475
1995,比利时,2880.25588396278
1996,比利时,2792.0143322475597
1997,比利时,2527.08051420839
1998,比利时,2585.28339631029
1999,比利时,2581.58533986789
2000,比利时,2362.045328911
2001,比利时,2365.4129753915
2002,比利时,2571.57820440429
2003,比利时,3173.8171557562096
2004,比利时,3685.3700024832397
2005,比利时,3855.7094888695397
